ID	InputText	Entity	EntityLabel	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.Synonyms	UMLS.Score	Document
55rcsHEEKi	Breastfeeding and the use of human milk . Pediatrics 2012; 129 (3): E827–41 . 50.Karlsson Jo, Garnett t, Rollins NC, R €O€Os E. the carbon Footprint of breast milk substitutes in comparison with Breastfeeding.J clean prod 2019; 222:436–45 . 51.Lobelo f, Muth nd, Hanson s, Nemeth BA . American Academy of Pediatrics Council on sports medicine and Fitness; section on obesity . physical activity assessment and Counselingin Pediatric clinical settings . Pediatrics 2020; 145 (3): E20193992 . 52 . U.S. Environmental protection Gency . What if we kept our cars parked for trips less than one mile? 2015. Https: //Www . Epa.Gov/Greenvehicles/What-If-We-Kept-Our-Cars-Parked-Tripsless-One-Mile . accessed: June 4, 2020 . 53.Young Dr, Cradock al, Eyler AA . creating built Environ-	BA	CHEMICAL	C0004749	barium	An element of the alkaline earth group of metals. It has an atomic symbol Ba, atomic number 56, and atomic weight 138. All of its acid-soluble salts are poisonous.	T196	Element, Ion, or Isotope	Ba, Barium, barium (ba), Ba - Barium, ba, Barium-containing product, barium, Product containing barium (medicinal product), Ba element, Barium, NOS, BARIUM, Barium (substance)	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
55rcsHEEKi	Breastfeeding and the use of human milk . Pediatrics 2012; 129 (3): E827–41 . 50.Karlsson Jo, Garnett t, Rollins NC, R €O€Os E. the carbon Footprint of breast milk substitutes in comparison with Breastfeeding.J clean prod 2019; 222:436–45 . 51.Lobelo f, Muth nd, Hanson s, Nemeth BA . American Academy of Pediatrics Council on sports medicine and Fitness; section on obesity . physical activity assessment and Counselingin Pediatric clinical settings . Pediatrics 2020; 145 (3): E20193992 . 52 . U.S. Environmental protection Gency . What if we kept our cars parked for trips less than one mile? 2015. Https: //Www . Epa.Gov/Greenvehicles/What-If-We-Kept-Our-Cars-Parked-Tripsless-One-Mile . accessed: June 4, 2020 . 53.Young Dr, Cradock al, Eyler AA . creating built Environ-	obesity	DISEASE	C0028754	Obesity	A status with BODY WEIGHT that is grossly above the recommended standards, usually due to accumulation of excess FATS in the body. The standards may vary with age, sex, genetic or cultural background. In the BODY MASS INDEX, a BMI greater than 30.0 kg/m2 is considered obese, and a BMI greater than 40.0 kg/m2 is considered morbidly obese (MORBID OBESITY).	T047	Disease or Syndrome	Having too much body fat, Obesities, Obese, adiposity, Adiposity, Obesity (disorder), obese, Obesity, unspecified, OBESE, Obesity NOS, OBESITY, obesity, Obesity, Obesity, NOS, Obese (finding)	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
AbJAVnhphL	Ments that expand active transportation and active living across the United States: a policy statement from the American heart Association . circulation 2020; 142 (11): E167–83 . 54.Mcdonald RI, Biswas t, Sachar C. the tree cover and temperature disparity in us urbanized areas: Quantifying the association with income across 5,723 communities . Plos one 2021; 16 (4): E0249715 . 55 . U.S. Environmental protection agency . heat Island effect . Https: //Www.Epa.Gov/Heatislands . updated may 26, 2021 . accessed May 28, 2021 . 56.Strife s, Downey L. childhood development and access to nature: a new direction for environmental inequality research . org Environ 2009; 22 (1):99–122.57.Hahn er . The developmental roots of environmental stewardship: childhood and the climate change crisis . Curr Opin Psy-										/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
UK4setd5YR	Chol2021; 42:19–24 . 58.Stanley SK, Hogg TL, Leviston Z, Walker I . from anger to action: differential impacts of Eco-Anxiety, Eco-Depression, and Eco-Anger on climate action and wellbeing . J Clim change health 2021; 1:100003 . 59 . Sanson AV, Van Hoorn J, Burke SEL . responding to the impacts of the climate crisis on children and youth . child Dev Perspect 2019; 13 (4):201-207 . 60 . centers for disease control and prevention . most recent national asthma data . 2019 national health interview survey (Nhis). updated March 31, 2021. Https: //Www.Cdc.Gov/ Asthma/Most_Recent_National_Asthma_Data.Htm . accessed June 4, 2021 . 61 . Anenberg SC, Henze Dk, Tinne Y V. estimates of the global burden of Ambient PM 2.5, ozone, and no 2On asthma incidence and emergency room visits . Environ health Perspect 2018; 126	anger	DISEASE	C0002957	Anger	A strong emotional feeling of displeasure aroused by being interfered with, injured or threatened.	T041	Mental Process	Angers, Angry mood, Feeling angry, Feeling angry (finding), angry, ANGER, Mad, anger, Angry, Anger	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
UK4setd5YR	Chol2021; 42:19–24 . 58.Stanley SK, Hogg TL, Leviston Z, Walker I . from anger to action: differential impacts of Eco-Anxiety, Eco-Depression, and Eco-Anger on climate action and wellbeing . J Clim change health 2021; 1:100003 . 59 . Sanson AV, Van Hoorn J, Burke SEL . responding to the impacts of the climate crisis on children and youth . child Dev Perspect 2019; 13 (4):201-207 . 60 . centers for disease control and prevention . most recent national asthma data . 2019 national health interview survey (Nhis). updated March 31, 2021. Https: //Www.Cdc.Gov/ Asthma/Most_Recent_National_Asthma_Data.Htm . accessed June 4, 2021 . 61 . Anenberg SC, Henze Dk, Tinne Y V. estimates of the global burden of Ambient PM 2.5, ozone, and no 2On asthma incidence and emergency room visits . Environ health Perspect 2018; 126	Htm	CHEMICAL								/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
UK4setd5YR	Chol2021; 42:19–24 . 58.Stanley SK, Hogg TL, Leviston Z, Walker I . from anger to action: differential impacts of Eco-Anxiety, Eco-Depression, and Eco-Anger on climate action and wellbeing . J Clim change health 2021; 1:100003 . 59 . Sanson AV, Van Hoorn J, Burke SEL . responding to the impacts of the climate crisis on children and youth . child Dev Perspect 2019; 13 (4):201-207 . 60 . centers for disease control and prevention . most recent national asthma data . 2019 national health interview survey (Nhis). updated March 31, 2021. Https: //Www.Cdc.Gov/ Asthma/Most_Recent_National_Asthma_Data.Htm . accessed June 4, 2021 . 61 . Anenberg SC, Henze Dk, Tinne Y V. estimates of the global burden of Ambient PM 2.5, ozone, and no 2On asthma incidence and emergency room visits . Environ health Perspect 2018; 126	ozone	CHEMICAL	C0030106	ozone	The unstable triatomic form of oxygen, O3. It is a powerful oxidant that is produced for various chemical and industrial uses. Its production is also catalyzed in the ATMOSPHERE by ULTRAVIOLET RAY irradiation of oxygen or other ozone precursors such as VOLATILE ORGANIC COMPOUNDS and NITROGEN OXIDES. About 90% of the ozone in the atmosphere exists in the stratosphere (STRATOSPHERIC OZONE).	T103	Chemical	ozone, O<sub>3</sub>, ozone (O3), O3, O>3<, Ozone, ozono, OZONE, Ozone (substance), O3 - ozone	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
UK4setd5YR	Chol2021; 42:19–24 . 58.Stanley SK, Hogg TL, Leviston Z, Walker I . from anger to action: differential impacts of Eco-Anxiety, Eco-Depression, and Eco-Anger on climate action and wellbeing . J Clim change health 2021; 1:100003 . 59 . Sanson AV, Van Hoorn J, Burke SEL . responding to the impacts of the climate crisis on children and youth . child Dev Perspect 2019; 13 (4):201-207 . 60 . centers for disease control and prevention . most recent national asthma data . 2019 national health interview survey (Nhis). updated March 31, 2021. Https: //Www.Cdc.Gov/ Asthma/Most_Recent_National_Asthma_Data.Htm . accessed June 4, 2021 . 61 . Anenberg SC, Henze Dk, Tinne Y V. estimates of the global burden of Ambient PM 2.5, ozone, and no 2On asthma incidence and emergency room visits . Environ health Perspect 2018; 126	asthma	DISEASE	C0004096	Asthma	A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).	T047	Disease or Syndrome	asthmatics, asthmatic, ASTHMA, Bronchial asthma, NOS, Asthma, Asthma, Bronchial, Airway hyperreactivity, ASTHMA BRONCHIAL, ASTHMA, BRONCHIAL, Asthma, unspecified, asthma disorders, br asthma, Asthmas, Bronchial Asthma, Asthmatic, Bronchial asthma, asthma, Asthma (disorder), Asthma, NOS, BRONCHIAL ASTHMA, bronchial asthma, bronchitic asthma	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
9mnih8VdFx	(10):107004 . 62.Soneja s, Jiang C, Fisher J, Upperman Cr, Mitchell C, Sapkota a . exposure to extreme heat and precipitation events associated with increased risk of hospitalization for asthma Inmaryland, U.S.A. Environ health 2016; 15 (1):57 . 63 . Gilmour MI, Jaakkola MS, London Sj, Nel Ae, Rogers ca . How exposure to environmental tobacco smoke, outdoor Airpollutants, and increased pollen burdens Inﬂuences the incidence of asthma . Environ health Perspect 2006; 114 (4):627633 . 64.Holm SM, Miller Md, Balmes Jr. health effects of Wildﬁre smoke in children and public health tools: a narrative review . J exposure SCI Environ Epidemiol 2021; 31 (1):1–20 . 65.Ziska Lh . An overview of rising Co ₂And Climatic change on Aeroallergens and allergic diseases . allergy asthma Immunol Res2020; 12 (5):771–82.	asthma	DISEASE	C0004096	Asthma	A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).	T047	Disease or Syndrome	asthmatics, asthmatic, ASTHMA, Bronchial asthma, NOS, Asthma, Asthma, Bronchial, Airway hyperreactivity, ASTHMA BRONCHIAL, ASTHMA, BRONCHIAL, Asthma, unspecified, asthma disorders, br asthma, Asthmas, Bronchial Asthma, Asthmatic, Bronchial asthma, asthma, Asthma (disorder), Asthma, NOS, BRONCHIAL ASTHMA, bronchial asthma, bronchitic asthma	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
9mnih8VdFx	(10):107004 . 62.Soneja s, Jiang C, Fisher J, Upperman Cr, Mitchell C, Sapkota a . exposure to extreme heat and precipitation events associated with increased risk of hospitalization for asthma Inmaryland, U.S.A. Environ health 2016; 15 (1):57 . 63 . Gilmour MI, Jaakkola MS, London Sj, Nel Ae, Rogers ca . How exposure to environmental tobacco smoke, outdoor Airpollutants, and increased pollen burdens Inﬂuences the incidence of asthma . Environ health Perspect 2006; 114 (4):627633 . 64.Holm SM, Miller Md, Balmes Jr. health effects of Wildﬁre smoke in children and public health tools: a narrative review . J exposure SCI Environ Epidemiol 2021; 31 (1):1–20 . 65.Ziska Lh . An overview of rising Co ₂And Climatic change on Aeroallergens and allergic diseases . allergy asthma Immunol Res2020; 12 (5):771–82.	smoke	CHEMICAL	C0037366	Smoke	Visible gaseous suspension of carbon and other particulate matter emitted from burning substances.	T131	Hazardous or Poisonous Substance	Smoke, Smoke (substance), smoke, smoke [in an environmental context]	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
9mnih8VdFx	(10):107004 . 62.Soneja s, Jiang C, Fisher J, Upperman Cr, Mitchell C, Sapkota a . exposure to extreme heat and precipitation events associated with increased risk of hospitalization for asthma Inmaryland, U.S.A. Environ health 2016; 15 (1):57 . 63 . Gilmour MI, Jaakkola MS, London Sj, Nel Ae, Rogers ca . How exposure to environmental tobacco smoke, outdoor Airpollutants, and increased pollen burdens Inﬂuences the incidence of asthma . Environ health Perspect 2006; 114 (4):627633 . 64.Holm SM, Miller Md, Balmes Jr. health effects of Wildﬁre smoke in children and public health tools: a narrative review . J exposure SCI Environ Epidemiol 2021; 31 (1):1–20 . 65.Ziska Lh . An overview of rising Co ₂And Climatic change on Aeroallergens and allergic diseases . allergy asthma Immunol Res2020; 12 (5):771–82.	asthma	DISEASE	C0004096	Asthma	A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).	T047	Disease or Syndrome	asthmatics, asthmatic, ASTHMA, Bronchial asthma, NOS, Asthma, Asthma, Bronchial, Airway hyperreactivity, ASTHMA BRONCHIAL, ASTHMA, BRONCHIAL, Asthma, unspecified, asthma disorders, br asthma, Asthmas, Bronchial Asthma, Asthmatic, Bronchial asthma, asthma, Asthma (disorder), Asthma, NOS, BRONCHIAL ASTHMA, bronchial asthma, bronchitic asthma	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
9mnih8VdFx	(10):107004 . 62.Soneja s, Jiang C, Fisher J, Upperman Cr, Mitchell C, Sapkota a . exposure to extreme heat and precipitation events associated with increased risk of hospitalization for asthma Inmaryland, U.S.A. Environ health 2016; 15 (1):57 . 63 . Gilmour MI, Jaakkola MS, London Sj, Nel Ae, Rogers ca . How exposure to environmental tobacco smoke, outdoor Airpollutants, and increased pollen burdens Inﬂuences the incidence of asthma . Environ health Perspect 2006; 114 (4):627633 . 64.Holm SM, Miller Md, Balmes Jr. health effects of Wildﬁre smoke in children and public health tools: a narrative review . J exposure SCI Environ Epidemiol 2021; 31 (1):1–20 . 65.Ziska Lh . An overview of rising Co ₂And Climatic change on Aeroallergens and allergic diseases . allergy asthma Immunol Res2020; 12 (5):771–82.	smoke	CHEMICAL	C0037366	Smoke	Visible gaseous suspension of carbon and other particulate matter emitted from burning substances.	T131	Hazardous or Poisonous Substance	Smoke, Smoke (substance), smoke, smoke [in an environmental context]	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
9mnih8VdFx	(10):107004 . 62.Soneja s, Jiang C, Fisher J, Upperman Cr, Mitchell C, Sapkota a . exposure to extreme heat and precipitation events associated with increased risk of hospitalization for asthma Inmaryland, U.S.A. Environ health 2016; 15 (1):57 . 63 . Gilmour MI, Jaakkola MS, London Sj, Nel Ae, Rogers ca . How exposure to environmental tobacco smoke, outdoor Airpollutants, and increased pollen burdens Inﬂuences the incidence of asthma . Environ health Perspect 2006; 114 (4):627633 . 64.Holm SM, Miller Md, Balmes Jr. health effects of Wildﬁre smoke in children and public health tools: a narrative review . J exposure SCI Environ Epidemiol 2021; 31 (1):1–20 . 65.Ziska Lh . An overview of rising Co ₂And Climatic change on Aeroallergens and allergic diseases . allergy asthma Immunol Res2020; 12 (5):771–82.	Aeroallergens	DISEASE	C0001697	Aeroallergen		T129	Immunologic Factor	aeroallergens, Aeroallergen (attribute), Aeroallergens, Aeroallergen	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
9mnih8VdFx	(10):107004 . 62.Soneja s, Jiang C, Fisher J, Upperman Cr, Mitchell C, Sapkota a . exposure to extreme heat and precipitation events associated with increased risk of hospitalization for asthma Inmaryland, U.S.A. Environ health 2016; 15 (1):57 . 63 . Gilmour MI, Jaakkola MS, London Sj, Nel Ae, Rogers ca . How exposure to environmental tobacco smoke, outdoor Airpollutants, and increased pollen burdens Inﬂuences the incidence of asthma . Environ health Perspect 2006; 114 (4):627633 . 64.Holm SM, Miller Md, Balmes Jr. health effects of Wildﬁre smoke in children and public health tools: a narrative review . J exposure SCI Environ Epidemiol 2021; 31 (1):1–20 . 65.Ziska Lh . An overview of rising Co ₂And Climatic change on Aeroallergens and allergic diseases . allergy asthma Immunol Res2020; 12 (5):771–82.	allergic diseases	DISEASE	C3653973	allergic disease test diagnostic agents		T129,T130	Immunologic Factor,Indicator, Reagent, or Diagnostic Aid	Tests for allergic diseases	0.802	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
