InputID	InputText	Entity	EntityType	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.Synonyms	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.MappingScore
2h5SKTXuPt	Cutaneous Syphilis	Cutaneous Syphilis	DISEASE	C0039132	Syphilis, Cutaneous	Cutaneous lesions arising from infection with Treponema pallidum. In the primary stage, 18-21 days following infection, one or more chancres appear. If untreated, the subsequent stages of the disease appear as syphilids. These eruptions are superficial, nondestructive, exanthematic, transient, macular roseolas that may later be maculopapular or papular polymorphous or scaly, pustular, pigmented eruptions.(Arnold, Odom, and James, Andrew's Diseases of the Skin, 8th ed, p409)	Syphilitic skin disorder, Skin Syphilis, Cutaneous Syphilis, Syphilis, Skin, Syphilitic skin disorder (disorder)	T047	Disease or Syndrome	1.0
SjRYJpNZJC	Mycobacterial infectious disease	Mycobacterial infectious disease	DISEASE	C0026918	Mycobacterium Infections	Infections with bacteria of the genus MYCOBACTERIUM.	Infection due to mycobacteria, Mycobacterial Infection, mycobacteriosis, infections mycobacterial, Infections, Mycobacterium, mycobacterial disease, Mycobacteriosis, NOS, Mycobacterial infections, Mycobacterium Infection, MYCOBACTERIOSES, Mycobacterial infectious disease, Mycobacterial Infections, Mycobacteriosis (disorder), Mycobacteriosis, Mycobacterium Infections, Infection, Mycobacterium, Mycobacterial diseases, mycobacterial infection, Mycobacterial infection, mycobacterium infection, Mycobacterial disease, Unspecified diseases due to mycobacteria	T047	Disease or Syndrome	1.0
v6N974K2fg	Skin and soft tissue Staphylococcus Aureus infection	Aureus infection	DISEASE	C1318973	Staphylococcus aureus infection	An infectious process in which the bacteria Staphylococcus aureus is present.	Infection due to Staphylococcus aureus, Staphylococcus aureus infections, Staphylococcus aureus Infection, Staphylococcus aureus, staphylococcus aureus infection, Staphylococcus aureus NOS, Infection caused by Staphylococcus aureus (disorder), Infection caused by Staphylococcus aureus, Staphylococcus aureus Infections, Staphylococcus aureus infection	T047	Disease or Syndrome	0.712
u4YjLaHGGV	Varicella Zoster infection	Zoster infection	DISEASE	C0019360	Herpes zoster disease	An acute infectious, usually self-limited, disease believed to represent activation of latent varicella-zoster virus (HERPESVIRUS 3, HUMAN) in those who have been rendered partially immune after a previous attack of CHICKENPOX. It involves the SENSORY GANGLIA and their areas of innervation and is characterized by severe neuralgic pain along the distribution of the affected nerve and crops of clustered vesicles over the area. (From Dorland, 27th ed)	Herpes zoster, herpes zoster infection, Herpes zoster infection, zona, Shingles, SHINGLES, zonas, Herpes zoster NOS, Shingles (Disease), Herpes Zoster, Herpes zoster, NOS, Herpes zoster (disorder), herpes zona, HERPES ZOSTER, Zona, ZONA, Zoster, zoster, herpes zoster, shingles	T047	Disease or Syndrome	0.809
fgCJ4qE6vz	Fungal lung infectious disease	Fungal lung infectious disease	DISEASE	C0026946	Mycoses	Diseases caused by FUNGI.	mycosis, fungus infection, Fungal infection, Fungus infection, mycotic infection, Infection, Fungus, Fungal Diseases, Disease caused by fungus, Disease, Fungal, Mycosis, fungus disease, fungal disease, INFECTION FUNGAL, mycoses, Fungal infectious disease, Fungal (Mycotic), Fungal Infectious Disease, fungal diseases, Infections, Fungal, Diseases Caused by Fungi, Disease caused by fungus, NOS, Fungus Diseases, fungal infection, Diseases, Fungal, FUNGUS INFECTION, Fungus Disease, Infection, Fungal, FUNGAL INFECTION, Mycotic disease, Fungal infection, NOS, Fungus infection, NOS, Fungal infections, MYCOSES: GENERAL TERMS, Fungus Infections, Fungal Infection, Infections, Fungus, Fungal Disease, Disease, Fungus, Fungus Infection, Diseases, Fungus, Fungal Infections, Mycoses, fungal infections, INFECTION MYCOTIC, Mycosis (disorder), diseases caused by fungi, MYCOSES, Mycosis, NOS, fungus infections, Fungal infectious disease, NOS	T047	Disease or Syndrome	0.909
VTrtbrryRn	Nocardiosis	Nocardiosis	DISEASE	C0028242	Nocardia Infections	Infections with bacteria of the genus NOCARDIA.	nocardia infections, NOCARDIOSIS, Nocardiosis, Infections, Nocardia, Nocardiosis NOS, Nocardioses, Infection, Nocardia, nocardia infection, nocardiosis, Nocardiosis, NOS, Nocardial Infection, Nocardia Infection, Nocardiosis (disorder), Nocardia infection	T047	Disease or Syndrome	1.0
nmGCAw5BvK	Skin infection	Skin infection	DISEASE	C0007642	Cellulitis	An acute, diffuse, and suppurative inflammation of loose connective tissue, particularly the deep subcutaneous tissues, and sometimes muscle, which is most commonly seen as a result of infection of a wound, ulcer, or other skin lesions.	Cellulitis (disorder), CELLULITIS, Inflammation of subcutaneous tissue, Cellulitis (morphologic abnormality), cellulitis, Cellulitis, NOS, cellulitis nos, Subcutaneous tissue inflamed, Skin infection, Cellulitis, Cellulitis NOS	T047	Disease or Syndrome	1.0
aCUujmA7CT	Toxascariasis	Toxascariasis	DISEASE	C0040522	Toxascariasis	Infections with nematodes of the genus TOXASCARIS.	Toxascariases	T047	Disease or Syndrome	1.0
jMYatC4uZf	Prp systemic Amyloidosis	Prp	CHEMICAL	C0032027	Pityriasis Rubra Pilaris	A chronic skin disease characterized by small follicular papules, disseminated reddish-brown scaly patches, and often, palmoplantar hyperkeratosis. The papules are about the size of a pin and topped by a horny plug.	pityriasis rubra pilaris, Lichen ruber acuminatus, PRP - Pityriasis rubra pilaris, PRP, Pityriasis Rubra Pilaris, PITYRIASIS RUBRA PILARIS, Devergie's disease, Pityriasis rubra pilaris (disorder), pityriasis pilaris rubra, Pityriasis rubra pilaris, devergie's disease	T047	Disease or Syndrome	1.0
jMYatC4uZf	Prp systemic Amyloidosis	Amyloidosis	DISEASE	C0002726	Amyloidosis	A group of sporadic, familial and/or inherited, degenerative, and infectious disease processes, linked by the common theme of abnormal protein folding and deposition of AMYLOID. As the amyloid deposits enlarge they displace normal tissue structures, causing disruption of function. Various signs and symptoms depend on the location and size of the deposits.	Amyloidosis (disorder), Amyloidosis, unspecified, Amyloidoses, amyloid diseases, Amyloid disease, amyloidosis, AMYLOIDOSIS, Amyloidosis, Amyloidosis NOS, amyloid disease, amyloidoses, Amyloidosis, NOS	T047	Disease or Syndrome	1.0
b5jVWjgnLQ	Setariasis	Setariasis	DISEASE	C0036850	Setariasis	Infection with nematodes of the genus Setaria. This condition is usually seen in cattle and equines and is of little pathogenic significance, although migration of the worm to the eye may lead to blindness.	Infection by Setaria, Setariases, Infection caused by Setaria, Infection by Setaria, NOS, Setariosis, Infection caused by Setaria (disorder)	T047	Disease or Syndrome	1.0
WVMLRuZwVH	Lymphogranuloma Venereum	Lymphogranuloma	DISEASE	C0019829	Hodgkin Disease	A malignant disease characterized by progressive enlargement of the lymph nodes, spleen, and general lymphoid tissue. In the classical variant, giant usually multinucleate Hodgkin's and REED-STERNBERG CELLS are present; in the nodular lymphocyte predominant variant, lymphocytic and histiocytic cells are seen.	Hodgkins Disease, Hodgkin lymphoma, Hodgkin's disease NOS, Granuloma, Hodgkin, hodgkin disease, HODGKIN LYMPHOMA, Lymphogranuloma, malignant, hodgkin lymphoma, Hodgkin's Granuloma, hodgkin's lymphomas, Malignant lymphogranulomatosis, Malignant Hodgkin's lymphoma, Hodgkin's paragranuloma, NOS, Lymphoma, Hodgkin, hodgkin's lymphoma disease, HODGINS, Hodgkins Granuloma, hodgkins lymphoma, lymphogranulomatosis, Disease, Hodgkin's, Hodgkin's disease, NOS, Lymphogranuloma, Malignant, HODGKIN'S DISEASE, Malignant lymphoma, Hodgkin's, Disease, Hodgkins, Malignant lymphogranuloma, HL, CHL, Malignant Granulomas, Malignant lymphoma, Hodgkin's type, Hodgkin's disease, Malignant Granuloma, Hodgkins disease, Hodgkin's paragranuloma (clinical), hodgkins lymphomas, Lymphogranulomas, Malignant, Granuloma, Hodgkins, Hodgkin's lymphoma, Hodgkin's lymphoma NOS, Hodgkin Lymphoma, hd, Hodgkins lymphoma, Hodgkin's Paragranuloma, Hodgkins Lymphoma, Hodgkin`s disease, hodgkin's disease, LYMPHOMA, HODGKIN, CLASSIC, Granuloma, Malignant, Lymphogranulomatosis, malignant, Hodgkin's granuloma, Malignant Lymphogranuloma, hodgkin lymphomas, Hodgkin Granuloma, Hodgkin disease, Hodgkin Disease, HODGKIN DISEASE, Hodgkin granuloma, hodgkins disease, Malignant Lymphogranulomas, hodgkin's lymphoma, Hodgkin's granuloma (disorder), Hodgkin lymphoma (morphologic abnormality), Lymphoma, Hodgkin's, hodgkins diseases, Hodgkin's Lymphoma, Granuloma, Hodgkin's, Hodgkin granuloma (morphologic abnormality), Hodgkin's disease, unspecified type, hodgkin disease (HD), HD, Hodgkin's disease (disorder), Lymphoma, Hodgkins, HODGKINS DISEASE SYSTEMIC, Hodgkin's disease (clinical), lymphogranulomatosis (malignant), HD - Hodgkin's disease, Disease, Hodgkin, Hodgkin's paragranuloma, nodular, Hodgkin's paragranuloma, Hodgkin's Disease, Hodgkin's granuloma (clinical), HODGKINS DISEASE	T191	Neoplastic Process	0.859
DsK9bGqzXJ	Ventilator-Associated pneumonia	Ventilator-Associated pneumonia	DISEASE	C1701940	Pneumonia, Ventilator-Associated	Serious INFLAMMATION of the LUNG in patients who required the use of PULMONARY VENTILATOR. It is usually caused by bacterial CROSS INFECTION in hospitals.	Ventilator-Associated Pneumonia, Ventilator-acquired pneumonia (disorder), Ventilator-associated pneumonia, Ventilator associated pneumonitis, Ventilator associated pneumonia, VAP - ventilator associated pneumonia, Ventilator-acquired pneumonia	T047	Disease or Syndrome	1.0
6XFxyMqeod	Anisakiasis	Anisakiasis	DISEASE	C0162576	Anisakiasis	Infection with roundworms of the genus ANISAKIS. Human infection results from the consumption of fish harboring roundworm larvae. The worms may cause acute NAUSEA; VOMITING; or penetrate into the wall of the DIGESTIVE TRACT where they give rise to EOSINOPHILIC GRANULOMA in the STOMACH; INTESTINES; or the OMENTUM.	Infection by Anisakis larva, Herringworm disease, Infection caused by Anisakis larva, Anisakiosis, Infection caused by Anisakis larva (disorder), Infections, Anisakis, Anisakiases, anisakiasis, HERRING WORM DISEASE, Anisakis Infection, Anisakis Infections, ANISAKIASIS, Anisakiasis, Infection, Anisakis	T047	Disease or Syndrome	1.0
V5xcacSq6i	Chronic hepatitis C virus infection	Chronic hepatitis C virus infection	DISEASE	C0524909	Hepatitis B, Chronic	INFLAMMATION of the LIVER in humans caused by HEPATITIS B VIRUS lasting six months or more. It is primarily transmitted by parenteral exposure, such as transfusion of contaminated blood or blood products, but can also be transmitted via sexual or intimate personal contact.	Chronic viral hepatitis B, Chronic Hepatitis B, HEPATITIS, CHRONIC TYPE B, hepatitis b chronic, Chronic type B viral hepatitis, Chronic Hepatitis B Virus Infection, chronic hepatitis b, chronic hep b, Chronic type B viral hepatitis (disorder), hepatitis b chronic viral, Hepatitis B Virus Infection, Chronic	T047	Disease or Syndrome	0.935
BTpsYtgUCM	Inclusion Conjunctivitis	Conjunctivitis	DISEASE	C0009763	Conjunctivitis	INFLAMMATION of the CONJUNCTIVA.	Pink Eyes, Pink Eye, Conjunctivitis (disorder), Conjunctivitis, unspecified, conjunctivitis, inflammation of conjunctiva, conjunctiva inflammation, Pink eye disease, Inflammation of conjunctiva, Conjunctiva inflamed, CONJUNCTIVITIS, Conjunctivitis, Conjunctivitis, NOS, Conjunctivitides	T047	Disease or Syndrome	1.0
R9KowmTeLc	Acute hemorrhagic Leukoencephalitis	Acute hemorrhagic Leukoencephalitis	DISEASE	C0014077	Leukoencephalitis, Acute Hemorrhagic	A fulminant and often fatal demyelinating disease of the brain which primarily affects young adults and children. Clinical features include the rapid onset of weakness, SEIZURES, and COMA. It may follow a viral illness or MYCOPLASMA PNEUMONIAE infections but in most instances there is no precipitating event. Pathologic examination reveals marked perivascular demyelination and necrosis of white matter with microhemorrhages. (Adams et al., Principles of Neurology, 6th ed, pp924-5)	ear-patella-short stature syndrome, Disease, Hurst, Acute Hemorrhagic Leukoencephalitis, AHL, Syndrome, Hurst, Hemorrhagic Leukoencephalitides, Acute, microtia-absent patellae-micrognathia syndrome, Encephalomyelitis, Acute Necrotizing Hemorrhagic, ENCEPHALOMYELITIS, NECROTIZING HEMORRHAGIC, ACUTE, hurst disease, Hemorrhagic Leukoencephalitis, Acute, ear-patella-short stature (EPS) syndrome, Leukoencephalitis, Acute Hemorrhagic, Encephalomyelitis, Acute Hemorrhagic, Acute haemorrhagic leucoencephalitis of Weston Hurst, ACUTE HEMORRHAGIC LEUKOENCEPHALITIS, Acute hemorrhagic leukoencephalitis of Weston Hurst, Acute Hemorrhagic Encephalomyelitides, Hurst's Disease, Hemorrhagic Encephalomyelitis, Acute, Encephalomyelitides, Acute Hemorrhagic, Acute Hemorrhagic Leukoencephalitides, Acute haemorrhagic leukoencephalitis, Leukoencephalitis Acuta Hemorrhagica, Hurst's disease, Hurst Syndrome, Hemorrhagic Encephalomyelitides, Acute, Acute Hemorrhagic Encephalomyelitis, Acute haemorrhagic leucoencephalitis, hurst's disease, Acute hemorrhagic leukoencephalitis, Hurst Disease, Hurst syndrome, Hursts Disease, LEUKOENCEPHALITIS, HEMORRHAGIC, ACUTE, Acute hemorrhagic leukoencephalitis (disorder), Disease, Hurst's, Leukoencephalitides, Acute Hemorrhagic	T047	Disease or Syndrome	1.0
TwCcAocY5G	Human T-Lymphotropic virus 1 infectious disease	T-Lymphotropic virus 1 infectious disease	DISEASE	C0020097	HTLV-I Infections	Diseases caused by HUMAN T-LYMPHOTROPIC VIRUS 1.	Human T-cell lymphotropic virus 1 infection, HTLV-I Infection, Human T-cell lymphotropic virus (HTLV) 1 infection, Human T-lymphotropic Virus 1 Infections, HTLV-I Infections, HTLV 1 infection, Infection, HTLV-I, HTLV-I infections, Human T lymphotropic Virus 1 Infection, HTLV I infection, Infections, HTLV I, Human T-lymphotropic Virus 1 Infection, Infections, HTLV-I, HTLV I Infections, Human T-lymphotropic virus 1 infection, HTLV-1 Infection, Human T lymphotropic Virus 1 Infections, Human T-lymphotropic virus 1 infection (disorder), HTLV-1 infection	T047	Disease or Syndrome	0.824
6kqs4FbgkZ	Campylobacteriosis	Campylobacteriosis	DISEASE	C0006818	Campylobacter infection	Infections with bacteria of the genus CAMPYLOBACTER.	Campylobacterioses, Campylobacter Infections, Infections, Campylobacter, Campylobacteriosis, campylobacteriosis, Campylobacteriosis (disorder), Campylobacteriosis, NOS, Campylobacter Infection, Infection, Campylobacter, CAMPYLOBACTERIOSES, Campylobacter infection, campylobacter infections, Infection due to Campylobacter, campylobacter infection, Campylobacter infections	T047	Disease or Syndrome	1.0
LbPUPCTZWU	Mumps virus infectious disease	virus infectious disease	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	T047	Disease or Syndrome	0.885
